Questionnarie,Section,Variable name,Label,Data type,Answer_Choice_Key,Values,Length,Precision,Scale,Description,Pre-selected variables,Participant characteristics,Anthropomorphic measurements,Employment,Environment,Residency,Oral contraceptives,Pregnancy,Medications,Female health history,Menopause/menstrual Periods,Female surgery,Menopausal hormone therapy,X-Rays imaging and radiation,Personal medical history,Personal history of cancer,Family history of cancer,Family history of other medical conditions,Children's health history,Mammograms and other health screenings,Physical activity,Vitamins,Diet,Alcohol use,Smoking,Secondhand smoke,Happiness and social support,Cognitive status,Sleep habits,Medicinal cannabis,Sexual orientation,Financial stress
Q4,DIET,ADBUTV,How often add butter to vegetables?,Char,2823,"A=Never or rarely, B=Sometimes, C=Always or often",1,,,Q41 How often do you add butter to vegetables or potatoes? ,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Q4,DIET,ADMARV,How often add margarine to vegetables?,Char,2824,"A=Never or rarely, B=Sometimes, C=Always or often",1,,,Q41 How often do you add margarine to vegetables or potatoes?,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Q4,DIET,ADBUTB,How often add butter to bread?,Char,2825,"A=Never or rarely, B=Sometimes, C=Always or often",1,,,Q41 How often do you add butter to bread? ,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Q4,DIET,ADMARB,How often add margarine to bread?,Char,2826,"A=Never or rarely, B=Sometimes, C=Always or often",1,,,Q41 How often do you add margarine to bread? ,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Q4,DIET,MEATFT,How often eat fat on meat?,Char,2827,"A=Never or rarely, B=Sometimes, C=Always or often",1,,,Q41 How often do you eat the fat on meat? ,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Q4,DIET,CHIKFT,How often eat skin on chicken?,Char,2828,"A=Never or rarely, B=Sometimes, C=Always or often",1,,,Q41 How often do you eat the skin on chicken? ,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Q4,DIET,dietelig,1=Eligible for dietary analysis,Num,4554,"0=Ineligible, 1=Eligible",,8,0,"Q33-41 Indicator variable, whether eligible for dietary analyses",,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Q4,VITAMIN SUPPLEMENTS,MVPST,Taken multivitamins reg in past year?,Char,2829,"A=No, B=Yes all yr, C=Yes only in seasonally, X=Unable to resolve",1,,,"Q42 During the past year, have you taken multivitamin pills regularly? (No, Yes (all year), or Yes (season only)",,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
Q4,VITAMIN SUPPLEMENTS,VITAPST,Vit A or beta-carotene reg in past year?,Char,2832,"A=No, B=Yes all yr, C=Yes only in seasonally, X=Unable to resolve",1,,,"Q42 During the past year, have you taken Vitamin A or beta-carotene (as a single supplement) regularly? [No, Yes (all year), or Yes (season only)]",,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
Q4,VITAMIN SUPPLEMENTS,VITCPST,Taken vitamin C reg in past year?,Char,2835,"A=No, B=Yes all yr, C=Yes only in seasonally, X=Unable to resolve",1,,,"Q42 During the past year, have you taken Vitamin C (as a single supplement) regularly? [No, Yes (all year), or Yes (season only)]",,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
Q4,VITAMIN SUPPLEMENTS,VITEPST,Taken vitamin E reg in past year?,Char,2838,"A=No, B=Yes all yr, C=Yes only in seasonally, X=Unable to resolve",1,,,"Q42 During the past year, have you taken Vitamin E (as a single supplement) regularly? [No, Yes (all year), or Yes (season only)]",,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
Q4,VITAMIN SUPPLEMENTS,CALCPST,Taken calcium reg in past year?,Char,2841,"A=No, B=Yes all yr, C=Yes only in seasonally, X=Unable to resolve",1,,,"Q42 During the past year, have you taken Calcium, including Tums, Os Cal, etc. (with or without added Vitamin D)? [No, Yes (all year), or Yes (season only)]",,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
Q4,VITAMIN SUPPLEMENTS,MVMINRAL,Take multivitamins with minerals?,Char,2844,"Y=Yes, N=No, X=Unable to resolve",1,,,"Q43 If you take multivitamins, do you usually take multivitamins that contain minerals? ",,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
Q4,VITAMIN SUPPLEMENTS,MVANTIOX,Take multivitamins with extra antioxidants?,Char,2845,"Y=Yes, N=No, X=Unable to resolve",1,,,"Q43 If you take multivitamins, do you usually take multivitamins that contain extra antioxidents? ",,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
Q4,VITAMIN SUPPLEMENTS,VITCM,Vit C as single supplement (mg),Char,2846,"A=250 mg or less, B=300-500 mg, C=600-1000 mg, D=More than 1000 mg, Z=Problem",1,,,"Q44 If you take vitamin C as a single supplement, how much do you take each time you take it? ",,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
Q4,VITAMIN SUPPLEMENTS,VITEM,Vit E as single supplement (mg),Char,2847,"A=200 IU, B=250-400 IU, C=450-1000 IU, D=More than 1000 IU, Z=Problem",1,,,"Q45 If you take vitamin E as a single supplement, how much do you take each time you take it? ",,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
Q4,VITAMIN SUPPLEMENTS,mvfreq,How often take multivitamins?,Char,4673,"A=1-3, B=4-6, C=Every day, U=Blank Out The Data, W&X=Irresolvable",1,,,Q42 How often take multivitamins?,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
Q4,VITAMIN SUPPLEMENTS,mvyear,How many years taken multivitamins?,Char,4674,"A=<1 yr, B=1 yr, C=2 yrs, D=3-4 yrs, E=5-9 yrs, F=10+ yrs, U&V=Blank Out The Data, W&X=Irresolvable",1,,,Q42 How many years taken multivitamins?,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
Q4,VITAMIN SUPPLEMENTS,vitafreq,How often take vitamin A or beta-carotene?,Char,4675,"A=1-3, B=4-6, C=Every day, U=Blank Out The Data, W&X=Irresolvable",1,,,Q42 How often take vitamin A or beta-carotene?,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
Q4,VITAMIN SUPPLEMENTS,vitayear,How many years taken vitamin A or beta-carotene?,Char,4676,"A=<1 yr, B=1 yr, C=2 yrs, D=3-4 yrs, E=5-9 yrs, F=10+ yrs, U&V=Blank Out The Data, W&X=Irresolvable",1,,,Q42 How many years taken vitamin A or beta-carotene?,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
Q4,VITAMIN SUPPLEMENTS,vitcfreq,How often take vitamin C?,Char,4677,"A=1-3, B=4-6, C=Every day, U=Blank Out The Data, W&X=Irresolvable",1,,,Q42 How often take vitamin C?,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
Q4,VITAMIN SUPPLEMENTS,vitcyear,How many years taken vitamin C?,Char,4678,"A=<1 yr, B=1 yr, C=2 yrs, D=3-4 yrs, E=5-9 yrs, F=10+ yrs, U&V=Blank Out The Data, W&X=Irresolvable",1,,,Q42 How many years taken vitamin C?,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
Q4,VITAMIN SUPPLEMENTS,vitefreq,How often take vitamin E?,Char,4679,"A=1-3, B=4-6, C=Every day, U=Blank Out The Data, W&X=Irresolvable",1,,,Q42 How often take vitamin E?,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
Q4,VITAMIN SUPPLEMENTS,viteyear,How many years taken vitamin E?,Char,4680,"A=<1 yr, B=1 yr, C=2 yrs, D=3-4 yrs, E=5-9 yrs, F=10+ yrs, U&V=Blank Out The Data, W&X=Irresolvable",1,,,Q42 How many years taken vitamin E?,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
Q4,VITAMIN SUPPLEMENTS,calcfreq,How often take calcium?,Char,4681,"A=1-3, B=4-6, C=Every day, U=Blank Out The Data, W&X=Irresolvable",1,,,Q42 How often take calcium?,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
Q4,VITAMIN SUPPLEMENTS,calcyear,How many years taken calcium?,Char,4682,"A=<1 yr, B=1 yr, C=2 yrs, D=3-4 yrs, E=5-9 yrs, F=10+ yrs, U&V=Blank Out The Data, W&X=Irresolvable",1,,,Q42 How many years taken calcium?,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
Q4,SMOKING & PREGNANCY,SPEVPRGX,Ever pregnant? (Generated),Char,4697,"Y=Yes, N=No, U=Unk, V=Questionnaire section blank",1,,,Q46 GENERATED VARIABLE FOR Ever pregnant?,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
Q4,SMOKING & PREGNANCY,SPOWNBX,Before preg cigs per day (Generated),Char,4698,"A=Did not smoke, B=<10, C=10-19, D=20+, V=Questionnaire section blank, Z=Multiple responses",1,,,Q46 GENERATED VARIABLE FOR Before preg cigs per day,,,,,,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,
Q4,SMOKING & PREGNANCY,SPOWNDX,During preg cigs per day (Generated),Char,4699,"A=Did not smoke, B=<10, C=10-19, D=20+, V=Questionnaire section blank, Z=Multiple responses",1,,,Q46 GENERATED VARIABLE FOR During preg cigs per day,,,,,,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,
Q4,SMOKING & PREGNANCY,SPNOSMBX,No-one smoked around me before pregnancy (Generated),Char,4700,"Y=Yes, U=Wrong page #12, V=Questionnaire section blank",1,,,Q46 GENERATED VARIABLE FOR No-one smoked around me before pregnancy,,,,,,,,1,,1,,,,,,,,,,,,,,,1,1,,,,,,
Q4,SMOKING & PREGNANCY,SPNOSMDX,No-one smoked around me during pregnancy (Generated),Char,4701,"Y=Yes, V=Questionnaire section blank",1,,,Q46 GENERATED VARIABLE FOR No-one smoked around me during pregnancy,,,,,,,,1,,1,,,,,,,,,,,,,,,1,1,,,,,,
Q4,SMOKING & PREGNANCY,SPHOMEBX,Others at home smoked before pregnancy (Generated),Char,4702,"Y=Yes, V=Questionnaire section blank",1,,,Q46 GENERATED VARIABLE FOR Others at home smoked before pregnancy,,,,,,,,1,,1,,,,,,,,,,,,,,,1,1,,,,,,
Q4,SMOKING & PREGNANCY,SPHOMEDX,Others at home smoked during pregnancy (Generated),Char,4703,"Y=Yes, V=Questionnaire section blank",1,,,Q46 GENERATED VARIABLE FOR Others at home smoked during pregnancy,,,,,,,,1,,1,,,,,,,,,,,,,,,1,1,,,,,,
Q4,SMOKING & PREGNANCY,SPWORKBX,Others at work smoked before pregnancy (Generated),Char,4704,"Y=Yes, V=Questionnaire section blank",1,,,Q46 GENERATED VARIABLE FOR Others at work smoked before pregnancy,,,,,,,,1,,1,,,,,,,,,,,,,,,1,1,,,,,,
Q4,SMOKING & PREGNANCY,SPWORKDX,Others at work smoked during pregnancy (Generated),Char,4705,"Y=Yes, V=Questionnaire section blank",1,,,Q46 GENERATED VARIABLE FOR Others at work smoked during pregnancy,,,,,,,,1,,1,,,,,,,,,,,,,,,1,1,,,,,,
Q4,SMOKING & PREGNANCY,SPOTHRBX,Others smoked around me before pregnancy (Generated),Char,4706,"Y=Yes, V=Questionnaire section blank",1,,,Q46 GENERATED VARIABLE FOR Others smoked around me before pregnancy,,,,,,,,1,,1,,,,,,,,,,,,,,,1,1,,,,,,
Q4,SMOKING & PREGNANCY,SPOTHRDX,Others smoked around me during pregnancy (Generated),Char,4707,"Y=Yes, V=Questionnaire section blank",1,,,Q46 GENERATED VARIABLE FOR Others smoked around me during pregnancy,,,,,,,,1,,1,,,,,,,,,,,,,,,1,1,,,,,,
Q4,SMOKING & PREGNANCY,SBPRG1X,Did first pregnancy result in a live birth? (Generated),Char,4708,"Y=Yes, N=No, U=Unk, V=Questionnaire section blank",1,,,Q46 GENERATED VARIABLE FOR Did first pregnancy result in a live birth?,,,,,,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,
Q4,SMOKING & PREGNANCY,SBEVLBX,Ever preg & live birth? (Generated),Char,4709,"Y=Yes, N=No, U=Unk, V=Questionnaire section blank",1,,,Q46 GENERATED VARIABLE FOR Ever preg & live birth?,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
Q4,SMOKING & PREGNANCY,SBOWNBX,Own smokg before live birth cigs per day (Generated),Char,4710,"A=Did not smoke, B=<10, C=10-19, D=20+, V=Questionnaire section blank, Z=Multiple responses",1,,,Q46 GENERATED VARIABLE FOR Own smokg before live birth cigs per day,,,,,,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,
Q4,SMOKING & PREGNANCY,SBOWNDX,Own smokg during live birth cigs per day (Generated),Char,4711,"A=Did not smoke, B=<10, C=10-19, D=20+, V=Questionnaire section blank, Z=Multiple responses",1,,,Q46 GENERATED VARIABLE FOR Own smokg during live birth cigs per day,,,,,,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,
Q4,SMOKING & PREGNANCY,SBNOSMBX,No-one smoked before live birth (Generated),Char,4712,"Y=Yes, V=Questionnaire section blank",1,,,Q46 GENERATED VARIABLE FOR No-one smoked before live birth,,,,,,,,1,,1,,,,,,,,,,,,,,,1,1,,,,,,
Q4,SMOKING & PREGNANCY,SBNOSMDX,No-one smoked during live birth (Generated),Char,4713,"Y=Yes, V=Questionnaire section blank",1,,,Q46 GENERATED VARIABLE FOR No-one smoked during live birth,,,,,,,,1,,1,,,,,,,,,,,,,,,1,1,,,,,,
Q4,SMOKING & PREGNANCY,SBHOMEBX,Others at home smoked before live birth (Generated),Char,4714,"Y=Yes, V=Questionnaire section blank",1,,,Q46 GENERATED VARIABLE FOR Others at home smoked before live birth,,,,,,,,1,,1,,,,,,,,,,,,,,,1,1,,,,,,
Q4,SMOKING & PREGNANCY,SBHOMEDX,Others at home smoked during live birth (Generated),Char,4715,"Y=Yes, V=Questionnaire section blank",1,,,Q46 GENERATED VARIABLE FOR Others at home smoked during live birth,,,,,,,,1,,1,,,,,,,,,,,,,,,1,1,,,,,,
Q4,SMOKING & PREGNANCY,SBWORKBX,Others at work smoked before live birth (Generated),Char,4716,"Y=Yes, V=Questionnaire section blank",1,,,Q46 GENERATED VARIABLE FOR Others at work smoked before live birth,,,,,,,,1,,1,,,,,,,,,,,,,,,1,1,,,,,,
Q4,SMOKING & PREGNANCY,SBWORKDX,Others at work smoked during live birth (Generated),Char,4717,"Y=Yes, V=Questionnaire section blank",1,,,Q46 GENERATED VARIABLE FOR Others at work smoked during live birth,,,,,,,,1,,1,,,,,,,,,,,,,,,1,1,,,,,,
Q4,SMOKING & PREGNANCY,SBOTHRBX,Others smoked around me before live birth (Generated),Char,4718,"Y=Yes, V=Questionnaire section blank",1,,,Q46 GENERATED VARIABLE FOR Others smoked around me before live birth,,,,,,,,1,,1,,,,,,,,,,,,,,,1,1,,,,,,
Q4,SMOKING & PREGNANCY,SBOTHRDX,Others smoked around me during live birth (Generated),Char,4719,"Y=Yes, V=Questionnaire section blank",1,,,Q46 GENERATED VARIABLE FOR Others smoked around me during live birth,,,,,,,,1,,1,,,,,,,,,,,,,,,1,1,,,,,,
Q4,GENERAL,q4_ppl_support_house_income,Num supported by household income,Char,2885,"A=1
B=2
C=3
D=4
E=5
F=6
G=7+
-88=Unable to assign value
-99=Missing",1,,,"Q52 How many people, including yourself, are supported by this income? ",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4,GENERAL,q4_minor_support_house_inc,Num <18yr supported by household income,Char,2886,"A=None
B=1
C=2
D=3
E=4
F=5
G=6
H=7+
-88=Unable to assign value
-99=Missing",1,,,Q52 How many people under the age of 18 are supported by this income? ,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4,GENERAL,q4_senior_support_house_inc,Num >64yr supported by household income,Char,2887,"A=None
B=1
C=2
D=3
E=4
F=5
G=6
H=7+
-88=Unable to assign value
-99=Missing",1,,,Q52 How many people over the age of 64 are supported by this income? ,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4,GENERAL,medicare,Medicare health insurance? (Generated),Char,4720,"Y=Yes
N=No
YN=Both Yes/No
-88=Unable to assign value
-99=Missing",2,,,Q47 GENERATED VARIABLE FOR Medicare health insurance?,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4,GENERAL,health_insur_combo,HEALTH INSURANCE ANSWER COMBINATIONS,Char,4727,"A=Medicare
B=Medical/Medicaid
C=HMO/IPA plan/managed care
D=Private insurance
E=Champus/military/VA
F=Other
N=No insurance
-88=Unable to assign value
-99=Missing
Answers are combinations of A to F, for example. AB=Medicare & Medical/Medicaid ",6,,,Q47 GENERATED VARIABLE FOR HEALTH INSURANCE ANSWER COMBINATIONS,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4,GENERAL,retired,Are you retired? (Generated),Char,4728,"Y=Yes
N=No
YN=Both Yes/No
-88=Unable to assign value
-99=Missing",2,,,Q48 GENERATED VARIABLE FOR Are you retired?,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4,GENERAL,retired_spouse,Is your spouse/partner retired? (Generated),Char,4729,"A=No
B=Yes
Ab=Both Yes/No
C=Not Applicable
-88=Unable to assign value
-99=Missing",2,,,Q49 GENERATED VARIABLE FOR Is your spouse/partner retired?,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4,GENERAL,education,Highest Education - Self (Generated),Char,4730,"A=PhD/EdD
B= MD/DDS/DVD/LLB/JD
C=Masters Degree
D=Bachelors Degree
E=AA Degree/Some College
F=Technical/High School Diploma
G=Less than High School Diploma
U=Unknown/Not Applicable
-99=Missing",1,,,Q50 GENERATED VARIABLE FOR Highest Education - Self,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4,GENERAL,education_combo,Advanced Degree Combo Education - Self (Generated),Char,4731,"A=PhD/EdD
B= MD/DDS/DVD/LLB/JD
C=Masters Degree
AB=PhD/MD
AC=PhD/Masters
ABC=Phd/MD/Masters
BC=MD/Masters
D=Bachelors Degree or less
U=Unknown/Not Applicable
-99=Missing",3,,,Q50 GENERATED VARIABLE FOR Advanced Degree Combo Education - Self,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4,GENERAL,edu_spouse,Highest Education - Spouse/Partner (Generated),Char,4732,"A=PhD/EdD
B= MD/DDS/DVD/LLB/JD
C=Masters Degree
D=Bachelors Degree
E=AA Degree/Some College
F=Technical/High School Diploma
G=Less than High School Diploma
U=Unknown/Not Applicable
-99=Missing",1,,,Q50 GENERATED VARIABLE FOR Highest Education - Spouse/Partner,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4,GENERAL,edu_spouse_combo,Advanced Degree Combo Education - Spouse/Partner (Generated),Char,4733,"A=PhD/EdD
B= MD/DDS/DVD/LLB/JD
C=Masters Degree
AB=PhD/MD
AC=PhD/Masters
ABC=Phd/MD/Masters
BC=MD/Masters
D=Bachelors Degree or less
U=Unknown/Not Applicable
-99=Missing",3,,,Q50 GENERATED VARIABLE FOR Advanced Degree Combo Education - Spouse/Partner,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4,GENERAL,edu_mother,Highest Education - Mother (Generated),Char,4734,"A=PhD/EdD
B= MD/DDS/DVD/LLB/JD
C=Masters Degree
D=Bachelors Degree
E=AA Degree/Some College
F=Technical/High School Diploma
G=Less than High School Diploma
U=Unknown/Not Applicable
-99=Missing",1,,,Q50 GENERATED VARIABLE FOR Highest Education - Mother,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4,GENERAL,edu_mother_combo,Advanced Degree Combo Education - Mother (Generated),Char,4735,"A=PhD/EdD
B= MD/DDS/DVD/LLB/JD
C=Masters Degree
AB=PhD/MD
AC=PhD/Masters
ABC=Phd/MD/Masters
BC=MD/Masters
D=Bachelors Degree or less
U=Unknown/Not Applicable
-99=Missing",3,,,Q50 GENERATED VARIABLE FOR Advanced Degree Combo Education - Mother,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4,GENERAL,edu_father,Highest Education - Father (Generated),Char,4736,"A=PhD/EdD
B= MD/DDS/DVD/LLB/JD
C=Masters Degree
D=Bachelors Degree
E=AA Degree/Some College
F=Technical/High School Diploma
G=Less than High School Diploma
U=Unknown/Not Applicable
-99=Missing",1,,,Q50 GENERATED VARIABLE FOR Highest Education - Father,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4,GENERAL,edu_father_combo,Advanced Degree Combo Education - Father (Generated),Char,4737,"A=PhD/EdD
B= MD/DDS/DVD/LLB/JD
C=Masters Degree
AB=PhD/MD
AC=PhD/Masters
ABC=Phd/MD/Masters
BC=MD/Masters
D=Bachelors Degree or less
U=Unknown/Not Applicable
-99=Missing",3,,,Q50 GENERATED VARIABLE FOR Advanced Degree Combo Education - Father,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4,GENERAL,q4_income,Current household income (Generated),Char,4738,"A=<25,000
B=25,000-49,999
C=50,000-74,999
D=75,000-99,999
E=100,000-149,999
F=150,000-199,999
G=200,000+
-88=Unable to assign value
-99=Missing",1,,,Q51 GENERATED VARIABLE FOR Current household income,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4mini,FRONT COVER,MENGRPQ4,Current menstrual status?,Char,5229,"A=PREG, B=BF, C= PRE & OC, D=PRE, E=HT B4 MENO, STILL TAKE, F=HT B4 MENO, STOP, G=NAT MENO, H=CHEMO MENO, I=SURG, J=HT B4 MENO,STILL TAKE + NAT MENO, K=CHEMO MENO + SURG, L=HT B4 MENO,STILL TAKE + SURG, M=HT b4 MENO,STOP + CHEMO MENO, N=HT b4 MENO,STOP + CHEMO MENO + SURG, O=HT b4 MENO,STOP + NAT MENO, P=HT b4 MENO,STOP + NAT MENO + CHEMO MENO, Q=HT b4 MENO,STOP + NAT MENO + SURG, R=HT b4 MENO,STOP + SURG, S=HT B4 MENO,STILL TAKE + NAT MENO + CHEMO MENO, T=HT B4 MENO,STILL TAKE + NAT MENO + SURG, Z=UNABLE TO DETERMINE",1,,,Q2 The answer that best describes your current menstrual status.,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,
Q4mini,REAR COVER,POSTM,Are you post menopausal?,Char,5230,"Y=Yes, N=No",1,,,Q3 Do you consider yourself post menopausal? (No or Yes),,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,
Q4mini,REAR COVER,AGELMP,Age of last menstrual period?,Char,5231,"A=< AGE 35, B=35-39, C=40-43, D=44-46, E=47-49, F=50-52, G=53-55, H=56+",1,,,Q3 At what age did you have your last menstrual period?,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,
Q4mini,REAR COVER,HT5Y,Used hormone therapy in past 5 yrs?,Char,5232,"Y=Yes, N=No",1,,,"Q4 In the past 5 years, have you used prescription hormone therapy (not including oral contraceptives)? (No or Yes)",,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q4mini,REAR COVER,HT5YM,How many months used HT in past 5 yrs?,Char,5233,"A=1-6 MO, B=7-12, C=13-24, D=25-36, E=37-48, F=49-60 MO, Z=UNABLE TO DETERMINE",1,,,"Q4 In the past 5 years, for how many months did you use hormone therapy?",,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q4mini,REAR COVER,HTCURR,Current use of hormone therapy?,Char,5267,"Y=Yes, N=No",1,,,Q4 Are you currently using hormone therapy (within the past month)?,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q4mini,REAR COVER,HTCPW,Used prempro off-white?,Char,5234,A=YES,1,,,Q4 In the past 5 years have you used prempro (off white)?,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q4mini,REAR COVER,HTCPG,Used prempro gold?,Char,5235,A=YES,1,,,Q4 In the past 5 years have you used prempro (gold)?,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q4mini,REAR COVER,HTCPP,Used prempro peach?,Char,5236,A=YES,1,,,Q4 In the past 5 years have you used prempro (peach)?,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q4mini,REAR COVER,HTCPB,Used prempro blue?,Char,5237,A=YES,1,,,Q4 In the past 5 years have you used prempro (blue)?,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q4mini,REAR COVER,HTCPU,Used prempro unknown color?,Char,5238,A=YES,1,,,Q4 In the past 5 years have you used prempro (unknown color)?,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q4mini,REAR COVER,HTCPHASE,Used premphase?,Char,5239,A=YES,1,,,Q4 In the past 5 years have you used premphase?,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q4mini,REAR COVER,HTCCPTCH,Used combipatch?,Char,5240,A=YES,1,,,Q4 In the past 5 years have you used combipatch?,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q4mini,REAR COVER,HTCFEM,Used femhrt?,Char,5241,A=YES,1,,,Q4 In the past 5 years have you used femhrt?,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q4mini,REAR COVER,HTCETEST,Used estratest?,Char,5242,A=YES,1,,,Q4 In the past 5 years have you used estratest?,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q4mini,REAR COVER,HTCOTH,Used other combined?,Char,5243,A=YES,1,,,Q4 In the past 5 years have you used an other combined hormone preparation?,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q4mini,REAR COVER,HTCNO,Did not use combined?,Char,5244,A=YES,1,,,Q4 In the past 5 years did not use a combined hormone preparation?,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q4mini,REAR COVER,HTEPG,Used premarin green?,Char,5245,A=YES,1,,,Q4 In the past 5 years have you used premarin (green)?,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q4mini,REAR COVER,HTEPB,Used premarin blue?,Char,5246,A=YES,1,,,Q4 In the past 5 years have you used premarin (blue)?,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q4mini,REAR COVER,HTEPM,Used premarin maroon?,Char,5247,A=YES,1,,,Q4 In the past 5 years have you used premarin (maroon)?,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q4mini,REAR COVER,HTEPW,Used premarin white?,Char,5248,A=YES,1,,,Q4 In the past 5 years have you used premarin (white)?,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q4mini,REAR COVER,HTEPO,Used premarin orange?,Char,5249,A=YES,1,,,Q4 In the past 5 years have you used premarin (orange)?,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q4mini,REAR COVER,HTEPU,Used premarin unknown color?,Char,5250,A=YES,1,,,Q4 In the past 5 years have you used premarin (unknown color)?,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q4mini,REAR COVER,HTEEST,Used estrace?,Char,5251,A=YES,1,,,Q4 In the past 5 years have you used estrace?,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q4mini,REAR COVER,HTEOGEN,Used ogen?,Char,5252,A=YES,1,,,Q4 In the past 5 years have you used ogen?,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q4mini,REAR COVER,HTEOTH,Used other oral estrogen?,Char,5253,A=YES,1,,,Q4 In the past 5 years have you used other oral estrogen?,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q4mini,REAR COVER,HTENO,Did not use oral estrogen?,Char,5254,A=YES,1,,,Q4 In the past 5 years did not use an oral estrogen?,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q4mini,REAR COVER,HTEPATCH,Used patch estrogen?,Char,5255,A=YES,1,,,Q4 In the past 5 years have you used a patch estrogen?,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
